"District
Number","District","Campus
Number","Campus","Region","County","School
Type","Grades
Served","Alternative
Education
Accountability","Charter","Number of
Students","%
Economically
Disadvantaged","% EB/EL
Students","Overall
Rating","Overall
Score","Student
Achievement
Rating","Student
Achievement
Score","School
Progress
Rating","School
Progress
Score","Academic
Growth
Rating","Academic
Growth
Score","Relative
Performance
Rating","Relative
Performance
Score","Closing
the Gaps Rating","Closing
the Gaps Score","Support
Label","Public
Education
Grant","Distinction
ELA/Reading","Distinction
Mathematics","Distinction
Science","Distinction
Soc Studies","Distinction
Progress","Distinction
Closing the Gaps","Distinction
Postsecondary
Readiness","US Congress
District","US Congress
Election District","TX House
District","TX House
Election District","TX Senate
District","TX Senate
Election District","Campus Enrollment
Type"
"071905","YSLETA ISD","071905135","MISSION VALLEY EL","REGION 19: EL PASO","EL PASO","Elementary","KG - 05","No","No","639","87.6%","40.1%","B","85","C","77","B","86","C","78","B","86","B","83",,,"Not Earned","Earned","Earned",,"Not Earned","Not Earned","Earned","16","16","77","77","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071905","YSLETA ISD","071905136","DESERTAIRE EL","REGION 19: EL PASO","EL PASO","Elementary","KG - 05","No","No","587","82.1%","22.1%","B","87","B","85","A","90","B","80","A","90","C","79",,,"Not Earned","Earned","Not Earned",,"Not Earned","Not Earned","Earned","16","16","79","79","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071905","YSLETA ISD","071905138","ALICIA R CHACON INTERNATIONAL","REGION 19: EL PASO","EL PASO","Elementary","KG - 08","No","No","829","65.4%","59%","A","92","A","91","A","91","B","82","A","91","A","93",,,"Earned","Earned","Earned","Earned","Not Earned","Earned","Earned","16","16","77","77","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071905","YSLETA ISD","071905139","CONSTANCE HULBERT EL","REGION 19: EL PASO","EL PASO","Elementary","PK - 05","No","No","266","95.9%","55.3%","D","69","F","59","C","75","C","75","D","66","D","68",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","16","16","77","77","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071905","YSLETA ISD","071905141","ROBBIN E L WASHINGTON INTERNATIONAL EL","REGION 19: EL PASO","EL PASO","Elementary","PK - 05","No","No","456","87.3%","30.9%","B","89","B","83","A","90","B","80","A","90","B","86",,,"Earned","Earned","Earned",,"Not Earned","Earned","Earned","16","16","79","79","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071905","YSLETA ISD","071905142","NORTH STAR EL","REGION 19: EL PASO","EL PASO","Elementary","KG - 05","No","No","513","75%","16.6%","A","91","A","91","A","91","B","83","A","91","A","92",,,"Earned","Earned","Earned",,"Earned","Earned","Earned","16","16","79","79","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071905","YSLETA ISD","071905145","DEL VALLE EL","REGION 19: EL PASO","EL PASO","Elementary","KG - 05","No","No","464","88.6%","42.7%","B","87","C","78","B","87","B","80","B","87","B","86",,,"Not Earned","Not Earned","Not Earned",,"Earned","Earned","Earned","16","16","77","77","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071905","YSLETA ISD","071905146","THOMAS MANOR","REGION 19: EL PASO","EL PASO","Elementary","KG - 05","No","No","451","87.8%","44.3%","B","81","C","77","B","86","D","66","B","86","D","68",,,"Earned","Not Earned","Earned",,"Not Earned","Not Earned","Earned","16","16","77","77","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071905","YSLETA ISD","071905147","PARKLAND PRE K CENTER","REGION 19: EL PASO","EL PASO","Elementary","EE - PK","No","No","236","80.9%","25.8%","B","86","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"16","16","79","79","29","29","SELECTIVE ENRL SCHL-SPCL PGM-BASED"
"071905","YSLETA ISD","071905148","RIVERSIDE EL","REGION 19: EL PASO","EL PASO","Elementary","EE - 05","No","No","639","93.3%","49.6%","D","64","F","58","D","66","D","66","D","62","D","60",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","16","16","77","79","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071906","ANTHONY ISD",,,"REGION 19: EL PASO","EL PASO","District",,"No","No","780","78.7%","30.4%","C","73","C","70","C","74","D","64","C","74","D","69",,,,,,,,,"Not Earned",,,,,,,
"071906","ANTHONY ISD","071906001","ANTHONY H S","REGION 19: EL PASO","EL PASO","High School","09 - 12","No","No","236","78%","27.1%","C","74","C","75","C","77","F","56","C","77","D","66",,,"Not Earned","Not Earned","Not Earned","Earned","Not Earned","Not Earned","Not Earned","16","16","78","78","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071906","ANTHONY ISD","071906041","ANTHONY MIDDLE","REGION 19: EL PASO","EL PASO","Middle School","06 - 08","No","No","198","76.8%","29.3%","B","83","C","76","B","85","C","73","B","85","C","77",,,"Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","16","16","78","78","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071906","ANTHONY ISD","071906101","ANTHONY EL","REGION 19: EL PASO","EL PASO","Elementary","EE - 05","No","No","346","80.3%","33.2%","D","64","F","58","D","63","D","63","F","59","D","65",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","16","16","78","78","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071907","CANUTILLO ISD",,,"REGION 19: EL PASO","EL PASO","District",,"No","No","6,054","66.5%","33.5%","B","81","C","77","B","82","C","76","B","82","B","80",,,,,,,,,"Not Earned",,,,,,,
"071907","CANUTILLO ISD","071907001","CANUTILLO H S","REGION 19: EL PASO","EL PASO","High School","09 - 12","No","No","1,642","65.4%","29.7%","C","76","C","70","C","75","C","74","C","75","C","77",,,"Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","16","16","78","78","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071907","CANUTILLO ISD","071907003","NORTHWEST EARLY COLLEGE H S (NWECHS)","REGION 19: EL PASO","EL PASO","High School","09 - 12","No","No","361","59.3%","15%","A","99","A","98","A","97","B","86","A","97","A","100",,,"Earned","Earned","Earned","Earned","Not Earned","Earned","Earned","16","16","78","78","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071907","CANUTILLO ISD","071907041","CANUTILLO MIDDLE","REGION 19: EL PASO","EL PASO","Middle School","06 - 08","No","No","700","64.1%","28%","B","80","C","76","B","81","C","75","B","81","C","78","Targeted Support",,"Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","16","16","78","78","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071907","CANUTILLO ISD","071907042","JOSE J ALDERETE MIDDLE","REGION 19: EL PASO","EL PASO","Middle School","06 - 08","No","No","595","71.9%","42.7%","B","85","B","81","B","89","D","69","B","89","C","76",,,"Not Earned","Earned","Earned","Earned","Not Earned","Not Earned","Earned","16","16","78","78","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071907","CANUTILLO ISD","071907101","CANUTILLO EL","REGION 19: EL PASO","EL PASO","Elementary","PK - 05","No","No","519","81.7%","40.1%","B","83","C","77","B","85","C","74","B","85","C","79",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Earned","16","16","78","78","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071907","CANUTILLO ISD","071907102","DEANNA DAVENPORT EL","REGION 19: EL PASO","EL PASO","Elementary","PK - 05","No","No","300","92.3%","42%","C","75","C","70","C","77","D","69","C","77","C","71",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","16","16","78","78","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071907","CANUTILLO ISD","071907103","JOSE H DAMIAN EL","REGION 19: EL PASO","EL PASO","Elementary","EE - 05","No","No","511","66.7%","33.5%","B","89","B","83","B","88","B","88","B","87","A","92",,,"Not Earned","Not Earned","Earned",,"Earned","Earned","Earned","16","16","78","78","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071907","CANUTILLO ISD","071907104","BILL CHILDRESS EL","REGION 19: EL PASO","EL PASO","Elementary","PK - 05","No","No","398","77.4%","39.7%","B","86","C","76","B","83","B","83","B","83","A","92",,,"Not Earned","Not Earned","Not Earned",,"Earned","Earned","Earned","16","16","78","78","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071907","CANUTILLO ISD","071907105","GONZALO AND SOFIA GARCIA EL","REGION 19: EL PASO","EL PASO","Elementary","PK - 05","No","No","462","62.8%","32.5%","D","69","C","72","C","72","D","66","C","72","D","63",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","16","16","78","78","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071907","CANUTILLO ISD","071907106","CONGRESSMAN SILVESTRE & CAROLINA SCHOOL","REGION 19: EL PASO","EL PASO","Elementary","PK - 05","No","No","566","38.9%","39%","A","92","A","92","B","89","B","85","B","89","A","91",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","16","16","78","78","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071908","TORNILLO ISD",,,"REGION 19: EL PASO","EL PASO","District",,"No","No","829","93.7%","63.7%","C","74","D","69","C","75","C","72","C","75","C","70",,,,,,,,,"Not Earned",,,,,,,
"071908","TORNILLO ISD","071908001","TORNILLO H S","REGION 19: EL PASO","EL PASO","High School","09 - 12","No","No","294","92.9%","41.5%","B","83","C","77","B","83","C","74","B","83","B","83",,,"Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","23","23","75","75","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071908","TORNILLO ISD","071908041","TORNILLO J H","REGION 19: EL PASO","EL PASO","Middle School","06 - 08","No","No","182","93.4%","74.2%","F","48","F","51","F","55","F","55","F","54","F","30","Comprehensive Identified","true","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","23","23","75","75","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071908","TORNILLO ISD","071908044","TORNILLO INT","REGION 19: EL PASO","EL PASO","Elementary","03 - 05","No","No","164","95.1%","75.6%","B","88","C","74","B","86","B","86","B","83","A","91",,,"Earned","Not Earned","Not Earned",,"Not Earned","Earned","Earned","23","23","75","75","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071908","TORNILLO ISD","071908101","TORNILLO EL","REGION 19: EL PASO","EL PASO","Elementary","PK - 02","No","No","189","94.2%","77.8%","B","88","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"23","23","75","75","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071909","SOCORRO ISD",,,"REGION 19: EL PASO","EL PASO","District",,"No","No","47,741","74.4%","29%","B","83","C","78","B","84","C","77","B","84","B","81",,,,,,,,,"Not Earned",,,,,,,
"071909","SOCORRO ISD","071909001","SOCORRO H S","REGION 19: EL PASO","EL PASO","High School","09 - 12","No","No","2,473","87.1%","35.5%","C","75","C","71","C","77","D","64","C","77","D","69",,,"Not Earned","Not Earned","Earned","Earned","Not Earned","Not Earned","Not Earned","23","23","75","75","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071909","SOCORRO ISD","071909002","MONTWOOD H S","REGION 19: EL PASO","EL PASO","High School","09 - 12","No","No","2,495","73.8%","19.6%","B","81","C","78","B","83","C","77","B","83","C","76",,,"Earned","Earned","Earned","Earned","Earned","Not Earned","Earned","16","16","79","79","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071909","SOCORRO ISD","071909003","KEYS ACAD","REGION 19: EL PASO","EL PASO","Elem/Secondary","06 - 12","No","No","95","87.4%","32.6%","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"16","16","75","75","29","29","SPECIAL ASSIGNMENT SCHOOL"
"071909","SOCORRO ISD","071909004","AMERICAS H S","REGION 19: EL PASO","EL PASO","High School","09 - 12","No","No","2,342","68.1%","24%","B","83","C","77","B","82","D","69","B","82","B","84",,,"Earned","Earned","Earned","Earned","Not Earned","Earned","Earned","16","16","79","79","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071909","SOCORRO ISD","071909005","EL DORADO H S","REGION 19: EL PASO","EL PASO","High School","09 - 12","No","No","2,238","75.2%","20.6%","C","78","C","72","C","79","C","74","C","79","C","77",,,"Not Earned","Not Earned","Earned","Earned","Not Earned","Not Earned","Earned","16","16","75","75","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071909","SOCORRO ISD","071909006","JJAEP","REGION 19: EL PASO","EL PASO","High School","10 - 12","No","No","2","100%","0%","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"16","16","77","77","29","29","SPECIAL ASSIGNMENT SCHOOL"
"071909","SOCORRO ISD","071909007","MISSION EARLY COLLEGE H S","REGION 19: EL PASO","EL PASO","High School","09 - 12","No","No","432","72.7%","8.8%","A","97","A","97","A","97","B","81","A","97","A","98",,,"Not Earned","Not Earned","Not Earned","Earned","Not Earned","Not Earned","Earned","16","16","75","75","29","29","SELECTIVE ENRL SCHL-SPCL PGM-BASED"
"071909","SOCORRO ISD","071909008","EASTLAKE H S","REGION 19: EL PASO","EL PASO","High School","09 - 12","No","No","2,842","72.7%","25.9%","C","77","C","77","B","81","D","69","B","81","D","67",,,"Not Earned","Earned","Earned","Not Earned","Not Earned","Not Earned","Not Earned","16","16","75","75","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071909","SOCORRO ISD","071909009","OPTIONS H S","REGION 19: EL PASO","EL PASO","High School","09 - 12","Yes","No","57","89.5%","14%","A","94","A","94","A","97","Not Rated",".","A","97","B","86",,,,,,,,,,"16","16","75","75","29","29","SELECTIVE ENRL SCHL-SPCL PGM-BASED"
"071909","SOCORRO ISD","071909011","PEBBLE HILLS H S","REGION 19: EL PASO","EL PASO","High School","09 - 12","No","No","2,886","62.7%","14.6%","B","81","C","77","B","82","C","77","B","82","C","79",,,"Earned","Earned","Earned","Earned","Earned","Earned","Earned","16","16","75","75","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071909","SOCORRO ISD","071909041","SOCORRO MIDDLE","REGION 19: EL PASO","EL PASO","Middle School","06 - 08","No","No","540","91.7%","44.4%","B","86","C","76","B","88","B","80","B","88","B","81",,,"Not Earned","Earned","Earned","Not Earned","Not Earned","Not Earned","Not Earned","23","23","75","75","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071909","SOCORRO ISD","071909042","SALVADOR SANCHEZ MIDDLE","REGION 19: EL PASO","EL PASO","Middle School","06 - 08","No","No","615","86.5%","53.8%","B","81","C","73","B","83","C","72","B","83","C","77",,,"Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","16","16","75","75","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071909","SOCORRO ISD","071909043","WILLIAM D SLIDER MIDDLE","REGION 19: EL PASO","EL PASO","Middle School","06 - 08","No","No","703","78.4%","22.6%","B","89","B","82","A","90","B","82","A","90","B","85",,,"Earned","Earned","Not Earned","Earned","Earned","Earned","Earned","16","16","79","79","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071909","SOCORRO ISD","071909044","CAPT WALTER E CLARKE MIDDLE","REGION 19: EL PASO","EL PASO","Middle School","06 - 08","No","No","922","74.9%","33.5%","B","85","C","76","B","85","C","76","B","85","B","86",,,"Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Earned","Not Earned","16","16","79","79","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071909","SOCORRO ISD","071909045","MONTWOOD MIDDLE","REGION 19: EL PASO","EL PASO","Middle School","06 - 08","No","No","708","77.8%","28.1%","A","91","B","81","A","90","B","81","A","90","A","92",,,"Earned","Earned","Not Earned","Earned","Earned","Earned","Earned","16","16","79","79","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071909","SOCORRO ISD","071909046","COL JOHN O ENSOR MIDDLE","REGION 19: EL PASO","EL PASO","Middle School","06 - 08","No","No","1,172","69.9%","24.7%","A","92","A","90","A","92","B","87","A","92","A","91",,,"Earned","Earned","Earned","Earned","Earned","Earned","Earned","16","16","75","75","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071909","SOCORRO ISD","071909047","SUN RIDGE MIDDLE","REGION 19: EL PASO","EL PASO","Middle School","06 - 08","No","No","1,045","66.9%","24%","B","84","C","79","B","85","C","73","B","85","B","82",,,"Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","16","16","75","75","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071909","SOCORRO ISD","071909048","SPEC RAFAEL HERNANDO MIDDLE","REGION 19: EL PASO","EL PASO","Middle School","06 - 08","No","No","752","72.5%","30.3%","A","91","B","86","A","91","B","82","A","91","A","92",,,"Not Earned","Earned","Earned","Earned","Earned","Earned","Earned","16","16","74","74","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071909","SOCORRO ISD","071909049","SSG MANUEL R PUENTES","REGION 19: EL PASO","EL PASO","Middle School","06 - 08","No","No","1,082","62.2%","20%","B","85","B","80","B","85","C","75","B","85","B","86",,,"Not Earned","Earned","Not Earned","Earned","Not Earned","Earned","Not Earned","23","23","75","75","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071909","SOCORRO ISD","071909051","HURSHEL ANTWINE MIDDLE","REGION 19: EL PASO","EL PASO","Middle School","06 - 08","No","No","756","70.4%","26.9%","C","78","C","72","C","78","C","78","C","77","C","78",,,"Not Earned","Not Earned","Not Earned","Not Earned","Earned","Not Earned","Not Earned","16","16","74","74","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071909","SOCORRO ISD","071909101","ROBERT R ROJAS EL","REGION 19: EL PASO","EL PASO","Elementary","PK - 05","No","No","516","88.6%","49.2%","B","81","C","70","B","82","B","82","C","77","C","78",,,"Not Earned","Earned","Earned",,"Earned","Earned","Not Earned","16","16","75","75","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071909","SOCORRO ISD","071909102","H D HILLEY EL","REGION 19: EL PASO","EL PASO","Elementary","PK - 05","No","No","513","88.1%","60.4%","B","84","C","72","B","81","B","80","B","81","A","90",,,"Not Earned","Not Earned","Earned",,"Earned","Earned","Not Earned","16","16","75","75","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071909","SOCORRO ISD","071909103","O'SHEA KELEHER EL","REGION 19: EL PASO","EL PASO","Elementary","EE - 05","No","No","655","80%","30.7%","B","82","C","76","B","83","C","75","B","83","C","79",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","16","16","79","79","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071909","SOCORRO ISD","071909104","CAMPESTRE EL","REGION 19: EL PASO","EL PASO","Elementary","PK - 05","No","No","493","90.9%","45.6%","B","88","C","77","B","86","B","86","B","85","A","92",,,"Not Earned","Not Earned","Earned",,"Earned","Earned","Earned","23","23","75","75","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071909","SOCORRO ISD","071909105","HORIZON HEIGHTS EL","REGION 19: EL PASO","EL PASO","Elementary","EE - 05","No","No","923","66.1%","24.5%","A","91","B","88","A","90","B","82","A","90","A","92",,,"Earned","Earned","Earned",,"Earned","Earned","Earned","16","16","75","75","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071909","SOCORRO ISD","071909106","VISTA DEL SOL EL","REGION 19: EL PASO","EL PASO","Elementary","PK - 05","No","No","509","88.8%","32%","B","88","B","80","B","89","B","88","B","89","B","86",,,"Earned","Earned","Earned",,"Earned","Earned","Earned","16","16","79","79","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071909","SOCORRO ISD","071909107","HUECO EL","REGION 19: EL PASO","EL PASO","Elementary","PK - 05","No","No","565","89%","55.8%","B","82","C","71","B","80","B","80","C","79","B","88",,,"Not Earned","Not Earned","Not Earned",,"Earned","Earned","Not Earned","16","16","75","75","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071909","SOCORRO ISD","071909109","MYRTLE COOPER EL","REGION 19: EL PASO","EL PASO","Elementary","EE - 05","No","No","578","74.2%","38.4%","B","86","C","77","B","84","C","76","B","84","A","92",,,"Earned","Not Earned","Not Earned",,"Not Earned","Earned","Not Earned","16","16","79","79","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071909","SOCORRO ISD","071909111","ESCONTRIAS STEAM ACADEMY","REGION 19: EL PASO","EL PASO","Elementary","EE - 05","No","No","853","87.5%","43.8%","C","79","C","74","B","82","D","69","B","82","C","73",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","23","23","75","75","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071909","SOCORRO ISD","071909112","BENITO MARTINEZ EL","REGION 19: EL PASO","EL PASO","Elementary","PK - 05","No","No","496","79.8%","26.2%","B","84","C","77","B","85","C","76","B","85","B","81",,,"Not Earned","Not Earned","Earned",,"Not Earned","Not Earned","Earned","16","16","79","79","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071909","SOCORRO ISD","071909113","SIERRA VISTA EL","REGION 19: EL PASO","EL PASO","Elementary","EE - 05","No","No","648","72.4%","31.2%","B","88","C","79","B","88","B","88","B","85","B","88",,,"Earned","Not Earned","Not Earned",,"Earned","Earned","Earned","16","16","79","79","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071909","SOCORRO ISD","071909114","HELEN BALL EL","REGION 19: EL PASO","EL PASO","Elementary","PK - 05","No","No","658","82.5%","23.4%","B","82","C","77","B","85","C","70","B","85","C","74",,,"Earned","Not Earned","Earned",,"Not Earned","Not Earned","Earned","16","16","79","79","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071909","SOCORRO ISD","071909115","ELFIDA CHAVEZ EL","REGION 19: EL PASO","EL PASO","Elementary","PK - 05","No","No","689","81.3%","29.5%","B","89","C","76","B","88","B","88","B","84","A","91",,,"Not Earned","Not Earned","Not Earned",,"Earned","Earned","Earned","16","16","79","79","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071909","SOCORRO ISD","071909116","JANE A HAMBRIC SCHOOL","REGION 19: EL PASO","EL PASO","Elementary","PK - 08","No","No","873","86.4%","36.2%","B","83","C","77","B","85","C","79","B","85","C","78",,,"Not Earned","Not Earned","Not Earned","Earned","Not Earned","Not Earned","Earned","16","16","74","74","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071909","SOCORRO ISD","071909117","ERNESTO SERNA SCHOOL","REGION 19: EL PASO","EL PASO","Elementary","KG - 08","No","No","709","88.3%","47%","B","84","C","73","B","82","C","75","B","82","B","87",,,"Not Earned","Not Earned","Not Earned","Earned","Not Earned","Earned","Not Earned","23","23","75","75","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071909","SOCORRO ISD","071909118","KEYS EL","REGION 19: EL PASO","EL PASO","Elementary","04 - 04","No","No","1","100%","100%","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"23","23","75","75","29","29","SPECIAL ASSIGNMENT SCHOOL"
"071909","SOCORRO ISD","071909119","LUJAN-CHAVEZ EL","REGION 19: EL PASO","EL PASO","Elementary","EE - 05","No","No","1,008","69%","27.1%","B","87","B","85","B","88","B","83","B","88","B","86",,,"Earned","Earned","Earned",,"Earned","Not Earned","Earned","16","16","75","75","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071909","SOCORRO ISD","071909120","DESERT WIND EL","REGION 19: EL PASO","EL PASO","Elementary","PK - 08","No","No","803","87.7%","53.4%","B","80","C","72","C","79","C","75","C","79","B","83",,,"Not Earned","Not Earned","Not Earned","Earned","Not Earned","Not Earned","Not Earned","16","16","75","75","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071909","SOCORRO ISD","071909121","LOMA VERDE","REGION 19: EL PASO","EL PASO","Elementary","EE - 05","No","No","786","67.3%","28.1%","A","90","B","89","A","90","B","87","A","90","B","89",,,"Earned","Earned","Earned",,"Earned","Earned","Earned","16","16","79","79","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071909","SOCORRO ISD","071909122","BILL SYBERT SCHOOL","REGION 19: EL PASO","EL PASO","Elementary","PK - 08","No","No","829","80.1%","31.2%","B","89","B","82","B","89","B","82","B","89","A","90",,,"Earned","Earned","Earned","Earned","Earned","Earned","Earned","16","16","79","79","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071909","SOCORRO ISD","071909123","PASO DEL NORTE FINE ARTS ACADEMY","REGION 19: EL PASO","EL PASO","Elementary","PK - 05","No","No","1,016","76.3%","28.6%","B","88","C","74","B","88","B","88","B","81","B","89",,,"Not Earned","Earned","Not Earned",,"Earned","Earned","Not Earned","16","16","74","74","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071909","SOCORRO ISD","071909124","JOHN DRUGAN SCHOOL","REGION 19: EL PASO","EL PASO","Elementary","PK - 08","No","No","1,117","63.6%","25.1%","B","87","B","89","A","90","B","82","A","90","B","81",,,"Earned","Not Earned","Not Earned","Earned","Not Earned","Not Earned","Earned","16","16","75","75","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071909","SOCORRO ISD","071909126","DR SUE A SHOOK SCHOOL","REGION 19: EL PASO","EL PASO","Elementary","PK - 05","No","No","1,056","67.7%","33.2%","B","87","B","80","B","85","B","80","B","85","A","92",,,"Earned","Not Earned","Not Earned",,"Not Earned","Earned","Earned","16","16","75","75","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071909","SOCORRO ISD","071909127","SGT ROBERTO ITUARTE","REGION 19: EL PASO","EL PASO","Elementary","EE - 05","No","No","697","76.8%","28.6%","A","90","B","89","A","91","C","79","A","91","B","89",,,"Earned","Earned","Earned",,"Not Earned","Earned","Earned","16","16","74","74","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071909","SOCORRO ISD","071909128","CHESTER E JORDAN","REGION 19: EL PASO","EL PASO","Elementary","PK - 05","No","No","812","80.5%","33.3%","C","78","C","73","B","80","D","66","B","80","C","73",,,"Earned","Not Earned","Earned",,"Not Earned","Not Earned","Not Earned","16","16","74","74","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071909","SOCORRO ISD","071909129","JAMES P BUTLER EL","REGION 19: EL PASO","EL PASO","Elementary","PK - 05","No","No","983","61.1%","19.8%","B","86","C","79","B","83","B","82","B","83","A","92",,,"Not Earned","Not Earned","Not Earned",,"Earned","Earned","Not Earned","16","16","75","75","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071909","SOCORRO ISD","071909130","MISSION RIDGE","REGION 19: EL PASO","EL PASO","Elementary","PK - 05","No","No","959","81.2%","49%","A","90","C","76","B","89","B","89","B","84","A","91",,,"Not Earned","Not Earned","Not Earned",,"Earned","Earned","Earned","16","16","75","75","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071909","SOCORRO ISD","071909131","PURPLE HEART EL","REGION 19: EL PASO","EL PASO","Elementary","PK - 05","No","No","959","74.8%","29.9%","B","82","D","67","B","81","B","81","D","69","B","83",,,"Not Earned","Not Earned","Not Earned",,"Earned","Earned","Not Earned","16","16","74","74","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
